비속어|카테고리|text
비욕설|섹슈얼|저러면 꼬무룩돼서 서지도 안잖아.일단 조금이라도 사정하면 현타온다.너 여자지?
비욕설|일반|다시 뒤숭숭해.
비욕설|일반|이영자씨 광고출현료 전액기부!! 진짜 멋있고 정 넘치는 모습 감동입니다
비욕설|일반|반성하고 용서할줄 아는 사람이 많아야한다 누구를 시기하고 그 이상의 행동으로 사람을 미워하면 안된다 더구나 피해자들이 용서를 받아들인다 했다
비욕설|섹슈얼|적당히 다니세요 요즘도 성매매후 성병 많이걸립니ㅋㅋ 애초에 불법이라 관리가안돼ㅋㅋ
비욕설|일반|연세대 학부모 ㅡ 애들 보고 싶은듯 ㅡ 한국에 아들 보러오실듯
비욕설|혐오|그말도 맞지, 상류층의 개보지와 하층민의 처녀가 동급수준으로 귀하니까
욕설|혐오|참 애쓴다. 미접종자가 너한테 뭔 해를 끼치는지 설명도 못하는 새끼가 자꾸 짖어대니? 그 이상한 타자 쓸 시간에 이유를 대ㅎㅎㅎ 못대잖아 병신아
비욕설|혐오|애들말로 그냥 찐따 스타일인데. 이걸 빨아대고ㅜ신격화하네. 참 한심스런 청춘들..
비욕설|일반|한발 늦은 산타클로스
비욕설|일반|그래서 결혼하나 보네 다들.. 요즘은 이해가 간다. 외롭고 사는 낙도 업고
비욕설|일반|의사 안한다고 옷 벗어 던질때는 언제고 .!
비욕설|일반|꿈에 나오지마 제발
비욕설|혐오|뭐 그럼 어떤말이 좋은 충고임!! 쳐맞고 살던가! 자살하던가! 죽이던가! 독립하던가! 맞는말 했구만
비욕설|일반|짜고연출하는 상황극...
비욕설|혐오|머냐 이듣보년은 연예인도 아니고 일반인년 결혼하거나 말거나지
비욕설|혐오|불륜하는것들은 다 죽어야돼특히 유부녀년들은.
욕설|혐오|문빠 개*새*들 총 비상 댓글 공격 나섰다 문빠들 ~~~~니들 공산당 완장차고 설치나 뒤*질*놈들 이땅이 북조선인가
비욕설|혐오|저 남자새끼 관상이 너무 드러워서 안보는 프로
비욕설|일반|궁금해서 인스타 구경했는데 열심히 영상도 올리고 걍 귀엽게 보이는데 ㅋㅋㅋㄹㅇ 여자임 전
욕설|혐오|ㅋㅋ 존나 병신이네'돼'가 되야함 에서도 돼야함이 맞다 병신아..맞춤법 못맞추고 있으면서 지적질하는 꼬라지보소
욕설|혐오|위에 개찐다 등신이에요. ;; 개빡대갈이에요. 이해해요.. 직장생활을 집에서 상상으로만 한놈이라.. 잘몰라요.. 1년동안 사람 괴롭히는놈이 제정신이 아닌것을..
비욕설|일반|태지오빠 좀 편히 살게 해줬으면ㅜㅜ자녀도 곧 취학연령이 될텐데불편해서 또 해외로 떠나실까봐 걱정돼요
비욕설|혐오|맞는말했구만 근데 용접은 뭐 쉬운줄아나? 7등급이하 머가리가 용접하면 파이프터져 철아작나고 ㅋㅋㅋ고 말은똑바로 하자 7등급 이하 머가리가 먼수로 호주가서 영어하냐? 바디토킹으로??
비욕설|일반|일베가 뭐야?
비욕설|섹슈얼|발기 재대로 됬음? 물 나오고 발기 재대로 되서 딱딱하면 남자가 힘으로 넣을 수 있음.
비욕설|일반|역시 멋있다 박예은ㅠㅠ
비욕설|혐오|ㅋㅋㅋ 41살에20살이랑결혼한다데니 김새론영입하누 영계킬ㅋㅋㅋ 사촌형 ㅇㅈㄹㅋㅋ전드ㅋㅋ
비욕설|혐오|씹할것이 아니고 씹한것들이다 너만 못했다
비욕설|일반|허기져
비욕설|일반|일단 애 없다는건 알겠네요.
비욕설|섹슈얼|진짜 보지가 닳도록 빨고싶다
욕설|혐오|어휴 씹쌔끼 드러죽겠네
비욕설|혐오|잘생겼고 빠순이도 많은데 왜 약을 빨았어??
비욕설|혐오|약간 설리 코스프레하는거같음 얘요새.. 설리처럼 관종이 되고싶은건가 싶음
비욕설|일반|연기잘하는배우들이 나와서 평타는쳤다
비욕설|혐오|아이유 참 못됐다.ㅉㅉ리 죽음을 이용해서 뜨려고하고있구나
욕설|혐오|병신동네에서 알바나 하는 주제에 이런글 쓰면 뭐 되는 거 같냐너나 걔네나 똑같이 미개한 놈들이지
비욕설|섹슈얼|가슴에 바르면 커진다길레 자지도 커질까 시험삼아 발랐는데 덕지덕지 발랐다 똥 쌀려고 바지를 내렸는데 빤스에 로션이 덕지덕지.
비욕설|혐오|저 정도 몸매는 길거리에 널리고 널렸지... 그냥 오크돼지줌마들의 워너비 ㅉㅉ
욕설|혐오|이런거 보면서 후원해본적 없지만 내가 알기로 1개에 100원 아니냐?? 씨발~ 월급쟁이 좆빠지게해봤자 집 한칸 못사고 엿같다
비욕설|일반|이다해 왜케 웃기ㅋㅋ
비욕설|일반|아니ᆢᆢ지안이 황금빛내인생은 언제부터야ᆢᆢ
비욕설|일반|여기는 아시아 한국 서울..
비욕설|혐오|계집이란 어차피 사내의 손을 타게되는것을.. 그리고 사내로 태어나서 계집질도 하는거지. 계집년 한두명때문에 대한민국 영화계 거물하나가 또 사라지는구나!
비욕설|섹슈얼|젖탱이도 큰게 좋자나 무슨 정신 승리야
비욕설|혐오|술먹고 운전 안해본 사람잇나 죽은사람은 그냥 재수가 업는거지
비욕설|일반|탕웨이 좀 그만우려먹어라 맨 나오면 탕웨이 얘기가 빠지지않냐
비욕설|혐오|닳고 닳은년이라도 서로 사랑하냐가문제지 ATM기기 취급안받는 남편이면 이미 설거지 퐁퐁머시기아니니까 열불내지마라
비욕설|일반|굳굳굳 김인직형👏👏👏
비욕설|일반|기프트콘으로 선물 받았어
비욕설|일반|질긴 사랑과 아픔의 정도
비욕설|일반|짝남한테 크리스마스 선물할건데 추천 좀.
비욕설|일반|아니 왜 박한별이 욕먹음...?
비욕설|혐오|뭔 희대의 음탕녀래 미칀 ㅋㅋ 여러남자랑 놀아난것도 아니고 ㅋㅋ 불쌍한 역이지 뭐
비욕설|혐오|말하는 수준이 좀 떨어지는 뇨자.
비욕설|일반|임신해서 그런지 살이 좀 찐것 같은데 오히려 보기 좋음~~
비욕설|일반|아무리 이찬원 1등이라고 난리쳐도 안되는거야! 왜? 대한민국 에 찬원이 처럼 부르는 가수는 많으니까^^ 하지만 임영웅이나 안성훈 처럼 부르는 가수는 없으니까 그게 팩트니까 !!
비욕설|섹슈얼|여자 입은 오랄하라고 있는건디...
욕설|혐오|이런 질문을 하는 것 자체가 병신인증이라는.
비욕설|섹슈얼|저런애들이 아다랑 스시녀 찾았던 거냐?
비욕설|혐오|손승연 가왕 이후에 계속 라인업 개폭망임 섭외할사람 떨어졌으면 그만하던가... 재미없어 ㅡ
비욕설|일반|이제 박유천그만 까라개인일이고 욕먹을 만큼 먹었디ㅡ
비욕설|섹슈얼|아직 0따묵상태임?
비욕설|일반|우연찮게 시작한 주식때문에 오랜시간 모아둔 비자금이 참 별거 아니게 느껴지네 어려운 인생공부한다 되뇌이면서 마음편하게 가지려고 애쓰다보니 진짜 공부는 되는 것 같다 어리석음에 대한 대가 를 치르고 좀더 성숙해지는 터닝포인트가 되었으면 하는 바램 어렵다 마음공부
비욕설|일반|뼈에 박아놓은 철심이 갑자기 사라지면 뼈에 박아놓은 철심이 갑자기 깔끔하게 사라진다면 통증을 느끼나요?
욕설|혐오|김구라 와이프랑 슈 봐라 여자라고 생활력 강하고 야물딱지냐?그냥 케바케이고 뉴스 기사 남여 비율 보면 연예인 펭수 동물 드라마 쳐먹는 거에 정신 못차리는 개보지년들과 달리 정치 경제 시사 상식 있고 사회 생활 더 많이 하는 남자가 돈관리 하는게 맞음
비욕설|일반|이별 후 7개월,,
비욕설|일반|휴가중에도 한시간이나 넘게 방송해준 방탄소년단 지민이 고마워
비욕설|혐오|이게 잘사는 동네와 못사는 동네의 차이냐?잘사는 동네의 특징이지중졸새끼야
비욕설|혐오|이딴걸 뭐가 재밌다고 쳐하고 있는거야?
비욕설|섹슈얼|애널전용이면 가능
비욕설|섹슈얼|바지 입으면 보징어만 튀어나온거 뜼하는데
비욕설|일반|걍 ~~재지 말고 눈치보지말고 피해주지 않는 선에서~~~ 나답게 살면됨 그리고 가끔 한턱내고 ㅋㅋ
비욕설|일반|첫키스?지난번에 했던것같은데
욕설|혐오|미친새끼 왜사냐 나랑현피뜨자 씨발련아 내가 도저히못참겟다 인간이길포기한새끼야
비욕설|일반|잇몸이 약해져서 그런건가 피가 자꾸 섞여서 나오니깐 양치질 하기가 싫어진다
비욕설|섹슈얼|섹스해보면 된다. 급식들도 섹스는 잘하니 알꺼야 콘돔은 라지 사이즈가 존재한다는거. 둘레가 크면 일반 사이즈는 끼우지도 못함. 나도 라지 쓰는데 휴지심 이야기 나올때마다 그냥 콘돔 라지 쓰냐 안쓰냐라고 일축함.
비욕설|섹슈얼|이런 꽃미남 봐도 아무생각없는데 왜 이쁜 쉬메일한테는 꼴리는거지
비욕설|일반|옆동네는 눈물흘립니다
비욕설|일반|쓰레기 분리수거 잘하고
비욕설|일반|왜 김지석 기시에 홍진영자매 악플다냐? 이해불가다 보기싫으면 보지마 니들은 보기싫어도 난 홍지매 재밌으니까 홍선영언니 끼많고 재밌더만 웃는 모습이 너무 귀엽고 천진난만하심 계속 보고싶음
비욕설|일반|지인분들여유있는분들 좀도와드리세요너무안타깝네
비욕설|일반|음악적 실력을 떠나 무대 위 포스는 양동근이 최고다.
욕설|혐오|코로나 걸리면 뒤지는 병이어야 하는데 이런 빡대가리들좀 없어지게
비욕설|섹슈얼|처진가슴에 빅파이,수북한털 - out 그나마 유두가 핑크인건 봐줄만 하다만
비욕설|혐오|전라디언을 조심하자
비욕설|일반|남궁민 때문에 보는 드라마
비욕설|일반|한효주 정도면 영화 주연 하는 몇 안 되는 여배우니까..ㅎㅎ
비욕설|일반|그냥 재밌게 봅시다
비욕설|혐오|가입일보셈 ㅈㅈㅂ을 모르거나 정게만하다 부캐판 틀딱이거나 ㅋㅋ
비욕설|일반|지는 거 싫어
비욕설|혐오|장점같은소리 찐따인증
비욕설|섹슈얼|여친하고 섹스하면 넣고는 뭔가 싸는느낌이 안오는데 손으로 대딸해주면 느낌 팍오면서 싼다. 손에 익숙해져서 그런건가?? 그럼 자위를 끊는게 답인가???
욕설|섹슈얼|돈주고 ㅈㄱ나 하고싶다 ㅈㄱ남으로는 버디버디가 짱이였는데 이런 20대초 여자랑 젖나 박고싶네
비욕설|일반|백마탄 왕자님
비욕설|일반|신동엽이 일케 연기를 잘하다니
욕설|혐오|남자 새퀴 개념이 없네 개념 수학으로 존나 패야지
비욕설|일반|그래서 누군데? 남자는 연예인 아니지않나
욕설|혐오|나도 존나맛없어서 다 버리고 햄버거 시킨거 리뷰 올린적 있는데? 내꺼 찾아서 보내도 레전드겠ㅋㅋ발 맛없는 음식점은 다 장사접고 나가 죽어야함
비욕설|일반|썸남한테 빼빼로 줄까?
비욕설|일반|이분참 SNS 심하게 즐기네 나중에 상처받을라
비욕설|혐오|왜 HOT 발톱의 때보다 못한 것들인지 여실히 들어난다 라이벌은 개뿔 얘넨 오합지졸이다 젝키 .. 여섯개의 똥파리들
욕설|혐오|공장가야할새끼들이 재수한다고 지랄 꼴깝을 떨어대니깐 자기도 툭튀어 나오는거지 ㅋㅋ
비욕설|일반|맥심 잡지 이야기인줄.
비욕설|일반|이분 왜 모르세요 하얀거탑에서 거탑으로 나오신 분이잖아요
욕설|혐오|레알 둘다 병신.. 근데 안물어보고 멋대로 해버리는 인간들은 상종안하는게 답이다.
욕설|혐오|짱깨는 진짜 존나게 졸렬한나라인건 틀림없음
비욕설|일반|나도 그거 좋은것 같아
비욕설|일반|아이유 어제 사극연기씬은 놀라울정도로 대단했어요. 이젠 가수보다 배우가 더 잘어울리는듯
욕설|혐오|이제 이상민 빚쟁이 캐릭터도 끝난거 아냐?이제 블쌍한척 그만해라 솔까 저시키가 빚쟁이들에게 좋은팁 알려줬지 탁재훈은 걍 여자나 꼬시면서 살고 김수미는 왜케 많이 나와 무슨 욕쟁이 할망구 컨셉이냐
비욕설|일반|엄마도 그 형도 평생 저 충격안고 어찌 사냐ㅠ
비욕설|혐오|시진핑핑이 욕하는 댓글 달아주면, 토종 매국노인거 인정해줄 게 ㅋㅋ
비욕설|일반|허리 부위 마사지 의념법
비욕설|일반|공부하기 싫어
비욕설|일반|이 두사람은 전생에 도깨비와,도깨비신부가 아녔을까..?? 운명같은 사랑..응원합니다♡ 당당한모습 보기좋네요~^^
비욕설|일반|왜? 문재인씨 라고 하면 안되???? 겁나 별거가지고 트집이야
비욕설|혐오|뇌가 우동사리
비욕설|일반|진짜 궁금해서 그런데 온유리가 부사장 혼외자인건가요? 아님 불륜녀인가요? 전 여태 불륜녀 인데 혼외자로속이는줄 알고 드라마 봤는데..
비욕설|혐오|문딩이의 게패들이 좀비가 되어가는구나?천박한 도시의천박한 시민이천박한 국개의원을 뽑아이모든 천박한것들이 좀비가되었으니이난국을 돌파할방법은?정은이가 오염된 좀비들의 천박한 도시를 불바다로 만드는것이 해결책이려나?
비욕설|혐오|무식한 애들 참 많네... 살인과 의료상 과실치사가 같냐? 사람 죽여놓고 2년이 말이 되냐니... 무식한 것도 정도껏 무식해야 귀엽다하지 이건 뭐... 저런 것들도 국민이라고 나랑 똑같이 한표씩 가지고 있겠지...
욕설|혐오|이지랄 떨어놀고 로봇이 나레이션하고 나오는건 조또 없는 조중동 기레기 똥속의 회충같은 좆튜버들이 존나 많다. 이런 개버러지새끼들은 고기다짐해서 요동반도에 독수리밥으로 뿌려버려야됌
비욕설|일반|연애세포 다 죽었나봐
비욕설|혐오|실명을 못깔정도로 증거도 없고 이슈몰이에만 급급해서 일단 자극적으로 왜곡 편집 했겠지. 그걸 믿는거고 뇌에 우동사리든 방구석 여포들은 ㅋ 뭐 어디 국과수에서 양성반응 나왔어? 그알이 곧 법이고 진실이여? ㅋㅋ
비욕설|일반|쓰레기가 날아다니고 낙엽이 후두두 내차에 챨쌲챨쌲챨쌱 현수막은 찢어져서 헤베베 난리다 난리 이것이 바로 폭풍이란거시다!!!!!
비욕설|섹슈얼|폭유라고 해야할지...... 남들 평균 가슴 높이가 아니고 좀더 배꼽쪽으로 가슴이 쳐졌긴 한데 그게 산 처럼 튀어나와있다.. 아무래도 크니까 아래로 더 쳐진게 아닐까 싶은데.. 또 보고 싶다..
욕설|혐오|씨벌넘 허언증 개돼지였ㅋㅋ지주워서 끼니는 안거르ㅋㅋ
비욕설|일반|만나자
비욕설|섹슈얼|오피 매니저: (어잌후 호구 왓ㅎㅎ) 호갱님 원샷 80만원인데 50만원에 해드릴께 오피녀: (어머 아다새끼ㅎ 대충 시간 떼워야겟ㅎㅎ) 아잉 오빠 빨리 싸~
비욕설|혐오|비열한 문빠좌빨들아 함 해보자/정체를 드러낼때가 됬다/ 그동안 여론조작단으로 암약하고 있는 국민분열단들아 얼굴함보자
비욕설|일반|작가님 그래도 최진혁 장나라 써니 왕식으로 엮어주세요
비욕설|일반|대배우님 절대 잘못한 거 없어요 힘내세요
욕설|혐오|그놈들은 좆불쉬위하러ㅋㅋ
욕설|혐오|아니 이 씌이벌 허벌창 같은 년이 어디서 만나냐고 물으니까 모르겠다고 하고 그럼 내가 니 집으로 갈까 하니까 지 집 좁다고 하고 그럼 내 호텔로 올래 하면 또 밖에서 보자고 하고 그럼 다시 어디서 볼래 하면 또 모른다고 하고
욕설|혐오|근데.. ㅄ이 나랑 똑같은 인생을 사는데.. 씹선비처럼 글쓴다? 그냥 욕이나 처 드셈
비욕설|일반|슈퍼맨 나레이션 좋았는데 갑자기 바뀐거 아쉬워요ㅠ..
비욕설|섹슈얼|여자도 감각 없어져서 말라버린다 마취크림 비추
비욕설|섹슈얼|이세계장르로 이세계에서 떡치는 떡툰 어디 개꼴리는 그림체 없나?
비욕설|혐오|끼리끼리 결혼 햇네 애는 낳지마라.버러지 부모아래 버러지 태어나 사회에 해만 끼친다
비욕설|혐오|네 다음 먹튀
비욕설|일반|아름다운세영손에 물무치고 살게해줄게컴온 ㅋ
비욕설|혐오|이게 다 빨갱이 때문이라 할겁니다
비욕설|일반|하라언니 두려워하지 마라!언니도 동새이도 다 왔다!용감하게 싸우자!
비욕설|일반|예뻐용 ㅎㅎ
비욕설|혐오|문돼지 그만 처ㄱㄱ 하고 니딸 이나 잘챙겨먹이길
비욕설|섹슈얼|거기서는 남자들이 디엠보내고 따먹음 ㅇㅇ 너 얼굴이 1차적 공략법이지 다른 방도는 없음 걸레들이 외모 더 따짐
비욕설|일반|중환자실이면 살아도 죽은것이여
비욕설|혐오|신선하긴 얼어죽을 니가 음악 식견이 좁은거지 bts나 sm이나 다 베껴서 짜집기 해놓은걸 족같은 얘기하지 말고 니 정자들이나 신선한지 걱정해라
비욕설|일반|딸기 먹을래
비욕설|혐오|신화 질투쟁이들 쿵쾅쿵쾅 다 몰려왔나요? 지네 남편 애들 뒤로하구?
비욕설|섹슈얼|여턴 돈 받더니 훌훌 벗더라 가슴은 옹골찬데 배가 올챙이다 거기서 솔직히 꼬무룩 누워서 기다리니 올라타고 살살 빨아주더니 바로 콘돔 씌워버리더라 여기서 또 살짝 꼬무룩 여턴 쑤컹쑤컹 하다가 지 힘들다고 내가 하란다 그래서 또 꼬무룩
비욕설|일반|음식물 찌꺼기가 라미네이트 안으로 침투해서 썩고있을거같은데 그러면 입냄새 심하지 않냐? 아니면 음식물찌꺼기가 조금도 들어갈 틈도 없는건가
비욕설|일반|지갑 까먹었다.
비욕설|혐오|그냥 욕하면 데미지 1도 없어 살살 긁어서 발작버튼 누르면 상대방 극대노하는데 이게 진짜 꾸르잼이다 무슨 멘트를 날려야 발작버튼인가 연구함 특히 틀딱이들 발작버튼 누르는게 젤 잼있음
비욕설|일반|어리석은 나
비욕설|일반|진짜 최고의 다큐이자 이 다큐를 알게해준 유수진님께 감사드립니다 :)
비욕설|혐오|문죄인이나 잘하라해
비욕설|혐오|진중권이 좌파인데 바른말해서 유시민 문대앙 패거리 죄국이 아플거다우파가 옳은소리 백날해봤자 개무시한 좌파인데
비욕설|일반|마음이 떠났데
비욕설|일반|나 금요일날 추미애씨 공항에서 만났음 ㅋㅋ
욕설|혐오|꼭 그런 거지새끼들이 생명이 돈보다 중요하냐 이지랄하는데
욕설|섹슈얼|모쏠아다 졸업언제하냐 시팔
비욕설|혐오|너네 댓글 조심해라 그러다 고소당한다 ~ 아무리 그래도 니네 한테 잘못한건 없으니 가려서해 할짓없는것들 남욕은 오지게 조아하지 특히 맘충들 ㅠㅠ 쯧쯧......
욕설|혐오|이악물고 옹호하는 너같은새끼도 있는데 뭐
비욕설|혐오|수정이 지금 책상밑에서 내 ㅈㅈ 빨고 있는 데??
욕설|혐오|고속도로에서 목숨 내놓고 운전하는 병신들 존나 많아보인다 ㄹㅇ도 안나가는 차로 미친듯이 삐대고 ㅈㄹ 하는새끼들부터추월차선도 아닌데 뒤에 바짝붙어서 따라오는 병신까지블박차주도 존나 병신같네앞차 브레이크 들어오는데 브레이크 안 밟고 멀뚱멀뚱 쳐 가고 앉았다 시야확보도 안되는데 씨벌 ㅋㅋ꼬시노
비욕설|혐오|와 인간새끼냐? 할말이냐?
비욕설|일반|애니메이션이라고 무시하면 안될 정도의 스토리와 연기...솔직히 전 무서웠어요 재밌게 봤네요 정말.. 돈 안아까워요
비욕설|혐오|짤 선택이 왤케 틀딱같냐
비욕설|일반|예나 지금이나 신이란 미지의 존재에 의지... 할 법 하지 근데 기독교나 사이비는 모르겠다
욕설|섹슈얼|존나 웃기지???더 화를 불러내는 행동을 해 그러면서 차별을 하지 말래 미친 개새끼들이 ㅋㅋ끔하게 단정하게 매너있게 시위 퍼레이드해도 시선이 바뀔까 말까인데 좆같이 벗고 어린애들 절대 보면 안 될 미친짓을 한다구...
비욕설|일반|여주가 좀 아쉽네 요즘 최고 대세 갓설현이 여주였으면 시청율 50%는 따논 밥상이었을텐데
비욕설|일반|웰시 코기 엉덩이 봐봐 너무 토실토실 귀여워
비욕설|혐오|뭐 키스를 해 송소희 이논 한복입고 조신한척 하더니 호박씨 깠네 국악인의 수치다
비욕설|일반|참 예쁜 배우. 연기 잘하는 배우.
비욕설|혐오|하튼 못생겨거지고는 신비주의저놈의 컨셉 다늙어거까지저러내 무도에서 노홍철 극혐학때부터 니인성 거덜날다 못난아
비욕설|일반|초4 땝터 무술을 배우기 시작. 사범은 작은 삼촌. 손가락 끝에 힘을 모아 공격하는 응조와 철사장 등 주로 손끝과 손가락 손바닥 위주의 무술. 나이들어 가며 지는 게 이기는 거라는 깨달음을 얻은 뒤, 이제껏 연마한 무술은 고작 엉덩이 닦을 때 휴지나 뚫는 신세가 되었다.
비욕설|일반|안경 벗었는데 완전 훈남
비욕설|일반|회 같은거 잘 먹어야돼 안그럼 기생충 감염된다
비욕설|섹슈얼|구라든뭐든 꼴리면 장땡이야
비욕설|혐오|여기 피해망상에 찌든 여자들말 들을 필요 없어요. 어차피 얘네는 대한민국 남성이 모두 적인 애들이야. 세상 모든게 다 남자 잘못이라고 생각 하는애들...
비욕설|일반|친구 같은 너
비욕설|일반|당연한말처럼 들리지만 다른사람은 할수없는말 같은 좋은말씀 👍
비욕설|일반|나 걸레 사야되니까 마트 들리자
비욕설|일반|개 두마리가 지나가는데 무서웠음
비욕설|혐오|여기서는 까여도 막상 yg연예인 사진찍은 기사나오면 빠순이들 좋다고 헤벌레하던ㅋㅋㅋ
비욕설|혐오|목매달고자살해라
비욕설|혐오|이런 음악하는애들 일찍 죽는거 뻔하지 않나? 온갖 약물 빨아대면서 지가 만든 음악틀어놓고 여자랑 문란하게 비트게 꿍짝 거리다 흥 떨어지니 약 더빨고 더빨다 저 세상가는거지 애도는 무슨 축하한다
비욕설|혐오|대깨문은 사람이 아니지요
비욕설|일반|우리동네 구멍 가게 있음
비욕설|혐오|난 솔직히 대한민국 여배우는 이정현이 탑인거같음 전도연도이 그다음이고 나머지는 솔직히 전부 쓰레기임 어디가서 배우라고 자랑하기도 모한 전부 챙녀들뿐임 ㅇㅈ?
비욕설|혐오|남녀바뀌었으면 마스크 쿵쾅이들 떡밥 생겼다면서 우르를르르 몰려오겠지ㅋㅋㄹㅇ
비욕설|일반|7년사귄 남자친구의 유흥업소 방문사실을 알아버렸습니다
비욕설|일반|허스토리 왜 상영하는 곳 찾기가 힘든가요?다른 헐리우드 영화는 상영관도 많이 배정받고 상영일도긴 것같은데 허스토리는 벌써 내리고 없네요..보고 싶어요.
비욕설|일반|스팸 두장을 5mm 두께로 준비하고 그 사이에 시중에서 흔히 구할 수 있는 초콜렛을 깔아 줍니다. 살짝 전자렌지에 돌려주면 초콜렛이 녹으며 스팸에 녹아들게 되죠 자 이제 드시면 됩니다.
욕설|혐오|존나 미친새끼가 맞는거 같은ㅋㅋ
비욕설|일반|현빈 울 신랑이랑 닮은 거 같애요☺️
비욕설|일반|전라도 투어 하나보네
비욕설|일반|연애세포가 다 죽었나
비욕설|일반|중기형 당신읏 도덕책.!
비욕설|일반|으아 떨려
비욕설|섹슈얼|저 말이 맞다.. 못 생겨도.. 내 좆 좋다고 빨아주고 가랑이 잘 벌려주는 여자가 최고다.
비욕설|일반|탑이랑 걸렸을 때 연습생이라고 보도 나왔는데 그때 왜 바로잡지 않고?
비욕설|일반|쌈디 조타~
비욕설|섹슈얼|폰헙에 좀 늙은 할머니가 저런거 잘하던데 후장에 딜도넣는데 배가 뽈록뽈록해 장기랑 뼈가 없나;;
비욕설|일반|잘못은 했지만 한순간실수로 자기인생도밑바닥으로 떨어진 사람도 불쌍하다는 생각이 드네요~
비욕설|섹슈얼|스타킹 신겨서 가랭이 찢으면 섹시하다
비욕설|섹슈얼|우리나라는 왜 이런 쉬메일이 없지? 퀴코에 수년동안 눈팅해봤지만 이정도급의 커여운 쉬메일 본적이 없음
비욕설|혐오|니 자식도 초대부르는 꼬라지 보고 싶으면 계속혀라~
비욕설|일반|황민현 예능 나들이 늘 환영해요! 스윗한 황민현 너무 좋아요
비욕설|일반|윤소희 신인때부터 눈여겨왔지만 내생각보드 더 겸손하면서 이쁜배우일줄이야..더 좋아할수밖에없네..
비욕설|섹슈얼|요즘에는 학교다니고.. 남친만나고 일하고 하면서 몸 잘팔고 다님 불법이라 관리는 무슨..
비욕설|일반|오늘밤 너와나 단둘이서 파리파리
욕설|혐오|그만들좀 해라 ㅋㅋ나소나 미투 ㅇㅈㄹ네ㅋㅋ여간 계집련들은 남자등쳐먹는거말곤 할줄아는거 없지
비욕설|혐오|검사 판사들이 쓰레기들인지라
비욕설|일반|행복했습니다 제가 다시 저를 돌아보게 하네요
비욕설|섹슈얼|저런애들이 보지만드는 수술 하겠냐 그냥 사는거지 말그대로 내시되는거임
욕설|혐오|메뚜기 한물 갓지 ㅡ초딩맨 아직도 하네 ㅋㅋ고대상은 백종원거아니냐 ㆍ 요즘은유튜브ㅈ세임 티비안본지 꽤됏다
비욕설|혐오|쿵쾅 아줌니들 화나
비욕설|일반|달 밝으면 벗 생각하고
비욕설|섹슈얼|정상위만으로도 만족한적이 없었다면 체위나 기구따위는 필요없다 서로 애정이 넘치는 사이라면 여자가 아래누운 정상위 체위만 해도 충분하니까
비욕설|일반|와 진짜 이쁘게 잘컸다.
비욕설|일반|한지민 너무 호감임.. 나혼자산다 잠깐 나왔을때 너무 좋았음..
비욕설|일반|여자분은 게임방송국에서 일하셨던분으로 방송인인데 연예인 그런게 맞ㅋㅋ
비욕설|일반|사진은 어제 은행 가는 길에 왼쪽 발목 접지르면서 엎어졌는데 오른쪽 양말에 구멍 뚫린 사진
비욕설|일반|서장훈도 힘들었을듯.. 힘내시길 현명한 남자인거 같음
비욕설|일반|다이어트에 효과적이라는 한 운동법이 소개되면서 화제를 불러일으켰습니다. 그것은 바로 ‘엉덩이 걷기’ 운동법인데요.
비욕설|일반|2020년이 올거같냐 영배ㅋㅋ
욕설|혐오|저 짱깨새끼 잡을때까지 만이야
비욕설|혐오|그냥 무작정 까고보네 미성년자도 결혼할수있는거고 나이처먹고도 애지우려드는 너희들보다 훨 떳떳하구만 지금도 비방댓글 달면서 부모님 등골뽑아먹는것들이 부들대는거봐라 인생이 늘 불만이네
욕설|혐오|ㄴ 18ㄴ 하나 살리자고 당나라군대 만드는구나 비열한 좟빨샥휘들
비욕설|일반|핀란드아가봐서 느낌모르지만 너무예쁘네요
비욕설|혐오|열폭 오지네 꼰대들;;
비욕설|혐오|분리수거 젖같이 하려는 놈들때문에 벌금 물려야된다 ㅋㅋ
비욕설|일반|판타스틱 엘라스틱
비욕설|혐오|ㅆㄹㄱ 같은 한남들 말 무시하셔요^~~^우리 팜므파탈 나래씨^~^
비욕설|혐오|ㅇㅇ 동탄아지매 2명이랑 만나봤지 뇌가없는대신 이쁘다
비욕설|일반|심심해서 보러 갔는데 생각보다 재미있네ㅋㅋㅋ간한 신파보단 훨씬 나아요
비욕설|일반|하긴 지코가 워낙 독보적이긴 하지
비욕설|섹슈얼|금딸 2주하고 박아바라 질질 싼다
비욕설|일반|내가 눈이 작아서 못생겼어
비욕설|혐오|흑인싫어 똥남아 싫어 인디아 싫어 너 실헝
비욕설|일반|이게왜 실검이냐ㅡ
비욕설|섹슈얼|자궁과 질에서 피가나왔어요~~~~~ ㅋㅋ 정액은?
비욕설|섹슈얼|섹스를 좀더 즐겨보세요 느긋하게 애무시간좀 늘리구여 체위 바꿔가면서 즐기시고 그러다가 다시 애무 후 삽입. 단순 박고 흔들어 싸면 섹스타임 짧아질 수 밖에 없어요
비욕설|일반|아니 저런 게시글을 올린 의도가 뻔히 보이니깐 그러는거지...
욕설|혐오|법이 개젖같노 ㅋㅋ
비욕설|일반|이미지는 자기가 그렇게 만든건데... 본인이 잘하셨어야지!
비욕설|일반|입덕했어
비욕설|일반|강동원 너무 잘생겼어
욕설|혐오|어린노무새끼들이 틀딱을 개좆으로 알고있으니 이 개만도못한 애새끼들 개체수좀 줄여야지 않겠냐??
